annotation	emp_pval	enrich_per_mean_diff_by_genomstd	error	matched_25th	matched_5th	matched_75th	matched_95th	mean_matched_across_trait_loci	mean_trait_loci	median_matched_loci	median_trait_loci	n_lead_loci_final	n_lead_snp	n_matched_sets	partition_id	percent_matched_and_ld_removed	percent_trait_and_ld_snps_removed	regions_summary	std_matched_across_trait_loci	trait_name	trait_summary
xpehh_eas_eur	0.0002	0.11166023381105038	False	0.07858265831274941	0.046411347369500866	0.12305522384342323	0.15652670754137243	0.10112011032280169	0.22174125843868364	0.1016455203005108	0.273207273394688	1238	1340	5000	(-0.165814, -0.02137138]	17.42765505389783	6.436494297765974	extreme	0.033359393889150275	gene_dens_25	mean
xpehh_eas_eur	0.4912	0.00017058948374710606	False	0.18483384072414355	0.1464545263414909	0.23383353730515916	0.27174730242346956	0.20883506323553575	0.20901934280117673	0.20804509179020053	0.267507201464965	1225	1339	5000	(-0.02137138, -0.011714439999999998]	19.02493497363796	7.4985354422964265	extreme	0.03745913332653134	gene_dens_25	mean
xpehh_eas_eur	0.002	0.10028181868609276	False	0.28954413588767675	0.2518882898662434	0.33923723469685785	0.3754718617067387	0.3138859287486379	0.4222155255282224	0.3127316097706294	0.4408693578069671	1237	1339	5000	(-0.011714439999999998, 0.01125456]	19.966196500672947	9.071332436069987	extreme	0.0373731990051486	gene_dens_25	mean
xpehh_eas_eur	0.3138	0.0168679679202182	False	0.1974379191666848	0.16076620569429975	0.2479984106353043	0.28528745351471513	0.22284397754808788	0.24106562716742827	0.22344104108712032	0.325018617779307	1219	1339	5000	(0.01125456, 0.020109940000000003]	18.476048879837066	7.902240325865581	extreme	0.03776304368206803	gene_dens_25	mean
xpehh_eas_eur	0.0208	0.06576597378030347	False	0.0857040805714411	0.05361718296944063	0.13266808212057848	0.16616994800633833	0.10963458900878163	0.18067838852081644	0.11007826976284446	0.20476873369395499	1220	1340	5000	(0.020109940000000003, 0.141562]	17.331267166042448	8.817103620474406	extreme	0.03451340677552312	gene_dens_25	mean
betascore	0.0012	-0.028146247536269715	False	1.1990003779982852	1.1096537390983763	1.3331232888779267	1.4318740267005385	1.2673208439777126	1.0039226458924597	1.2647043809845242	-0.13918944448300002	1340	1340	5000	(-0.165814, -0.02137138]	3.162112169973442	0.0	extreme	0.09806131574995115	gene_dens_25	mean
betascore	0.0116	-0.04019990340525379	False	4.186649528583606	4.030093155211045	4.418415542883241	4.593426082967576	4.304103759808929	3.927905046054975	4.300655990383447	0.232462511606	1339	1339	5000	(-0.02137138, -0.011714439999999998]	3.2801101347393087	0.0	extreme	0.17130904883201326	gene_dens_25	mean
betascore	0.0	-0.07936090445080768	False	6.0670198295386735	5.8680262700257835	6.372110727006868	6.582503904459017	6.220894411315258	5.478219239293764	6.218276370569871	0.792584821418	1339	1339	5000	(-0.011714439999999998, 0.01125456]	4.230936742934051	0.0	extreme	0.22014322441781095	gene_dens_25	mean
betascore	0.0102	-0.045311444742901816	False	4.9134562185976165	4.7372834700660675	5.171038528876525	5.360609820440599	5.044082185700492	4.620048648635195	5.040045162314151	0.617527506559	1339	1339	5000	(0.01125456, 0.020109940000000003]	2.8503808553971486	0.0	extreme	0.19162381842050408	gene_dens_25	mean
betascore	0.018	-0.02095843405193356	False	1.2763244215388574	1.1869926636996961	1.4073296367700852	1.5032171959410014	1.342664068470616	1.1465308625484336	1.3424545555337255	-0.0725611523173	1340	1340	5000	(0.020109940000000003, 0.141562]	3.1325343320848935	0.0	extreme	0.09658033510514163	gene_dens_25	mean
xpehh_afr2_eur	0.0004	0.10748260028592399	False	-0.06636290278140033	-0.09962311514495156	-0.018641757698194455	0.014449134513637892	-0.04245712090381411	0.07465781969171961	-0.04287376648647908	0.18175247192094302	1238	1340	5000	(-0.165814, -0.02137138]	17.419525074207154	6.436494297765974	extreme	0.034740915298673944	gene_dens_25	mean
xpehh_afr2_eur	0.002	0.10790887783415096	False	-0.0780627589935842	-0.11420995893817919	-0.02506100071264112	0.015134581598006324	-0.051276351083750185	0.06630306906107808	-0.051946191547527394	0.181369975150262	1225	1339	5000	(-0.02137138, -0.011714439999999998]	19.014779144698302	7.4985354422964265	extreme	0.03963495298904366	gene_dens_25	mean
xpehh_afr2_eur	0.0086	0.08106347837793056	False	-0.02215520196894748	-0.05755059707253428	0.029427114218611716	0.06573998250031078	0.0038331442041975054	0.09216134271673365	0.0037545351311753304	0.23033933841228849	1238	1339	5000	(-0.011714439999999998, 0.01125456]	19.95564199192463	9.044414535666217	extreme	0.037709275350251314	gene_dens_25	mean
xpehh_afr2_eur	0.001	0.10867122697908549	False	-0.08120434749834686	-0.12054765531157856	-0.026612054526692307	0.01127717262504897	-0.05402721498277704	0.06438287426183627	-0.053769159606173136	0.15624418921786598	1219	1339	5000	(0.01125456, 0.020109940000000003]	18.45771486761711	7.902240325865581	extreme	0.04003989882174859	gene_dens_25	mean
xpehh_afr2_eur	0.0006	0.10670112790414696	False	-0.07232893785116806	-0.10657287224879829	-0.0245284839895933	0.011277362108336426	-0.04850033484011594	0.06776309963884262	-0.04873896638232631	0.219817430360088	1220	1340	5000	(0.020109940000000003, 0.141562]	17.32236579275905	8.817103620474406	extreme	0.035852380162533434	gene_dens_25	mean
