annotation	emp_pval	enrich_per_mean_diff_by_genomstd	error	matched_25th	matched_5th	matched_75th	matched_95th	mean_matched_across_trait_loci	mean_trait_loci	median_matched_loci	median_trait_loci	n_lead_loci_final	n_lead_snp	n_matched_sets	partition_id	percent_matched_and_ld_removed	percent_trait_and_ld_snps_removed	regions_summary	std_matched_across_trait_loci	trait_name	trait_summary
phyloP100	0.0	0.3723271387428481	False	-0.0904483359133127	-0.12704770136716328	-0.0401969411928651	-0.002381704483927926	-0.06533838524484721	0.289815042210284	-0.06472132596671802	0.145	1303	1307	5000	(-0.165814, -0.021682279999999998]	4.3470830629461386	0.1946787800129786	extreme	0.03780754608323289	gene_dist_25_per	mean
phyloP100	0.0	0.2246874693606649	False	-0.15567472358382503	-0.1967698047356134	-0.09767194208196522	-0.05606343919442291	-0.12643113056452632	0.08789255564082885	-0.12555430717094807	-0.03	1303	1308	5000	(-0.021682279999999998, -0.0118444]	4.059123261843036	0.2592505302851756	extreme	0.04282925938737257	gene_dist_25_per	mean
phyloP100	0.0	0.20159541180580945	False	-0.17664745884005087	-0.2152914282429596	-0.12114696988080709	-0.08278879104267733	-0.14889230610627538	0.043404451266308514	-0.14888556671766595	-0.035	1303	1305	5000	(-0.0118444, 0.01132836]	5.141615416154162	0.2050020500205002	extreme	0.040748589978487466	gene_dist_25_per	mean
phyloP100	0.0	0.32852242678488464	False	-0.160751587970334	-0.2037332173240526	-0.10064104776676051	-0.05684783079613063	-0.13064383757583645	0.18272538461538462	-0.13072013702363577	0.08249999999999999	1300	1307	5000	(0.01132836, 0.020434940000000006]	4.02959623005248	0.3641426582414052	extreme	0.044717714728556936	gene_dist_25_per	mean
phyloP100	0.0	0.43694409392324673	False	-0.095687874680621	-0.1326601436626315	-0.041344751362760675	-0.001810834669032767	-0.06803990440258006	0.34875	-0.06838482390591688	0.1755	1304	1307	5000	(0.020434940000000006, 0.141562]	4.33068880486602	0.29590662502054904	extreme	0.03986554678281767	gene_dist_25_per	mean
xpehh_afr2_eas	0.1216	0.03680706179612705	False	-0.12507283241930156	-0.15999412044139633	-0.07965927414395838	-0.04674021527932303	-0.10282341155467557	-0.06310568284654469	-0.1024903651887015	0.031424723561305504	1286	1307	5000	(-0.165814, -0.021682279999999998]	13.279944841012329	1.7521090201168072	extreme	0.034416746200867265	gene_dist_25_per	mean
xpehh_afr2_eas	0.0012	0.10146435271441172	False	-0.22975989322295925	-0.2663093766741459	-0.17712094297359107	-0.13992971102933643	-0.20362158857259777	-0.0941335328027903	-0.20434475625467619	-0.0653230620955455	1285	1308	5000	(-0.021682279999999998, -0.0118444]	14.178470421871317	2.0740042422814047	extreme	0.038235443548739007	gene_dist_25_per	mean
xpehh_afr2_eas	0.4144	0.00834928296642229	False	-0.27168370180965973	-0.3083088911029548	-0.22006469958351382	-0.18310878078425494	-0.24566729632812317	-0.23665776012540807	-0.2455088377946504	-0.3007839992644975	1286	1305	5000	(-0.0118444, 0.01132836]	15.690542572092387	2.678693453601203	extreme	0.03844978942717659	gene_dist_25_per	mean
xpehh_afr2_eas	0.0044	0.09361763409599273	False	-0.24336007492899636	-0.2812269501760118	-0.1920879652410891	-0.15471539842347037	-0.2177779308513978	-0.11675710463285535	-0.21794204836758396	-0.08689478839360751	1284	1307	5000	(0.01132836, 0.020434940000000006]	14.125798436328585	2.17414587126486	extreme	0.03846887583353641	gene_dist_25_per	mean
xpehh_afr2_eas	0.0648	0.04869400794862415	False	-0.1374436110386026	-0.17051465999296947	-0.09112687739856103	-0.057456054468780854	-0.11417895573225724	-0.061634272645966284	-0.11430824714254273	0.0235012131508058	1289	1307	5000	(0.020434940000000006, 0.141562]	13.28699983560743	2.63028111129377	extreme	0.03426413214625439	gene_dist_25_per	mean
linsigh	0.0	0.7236377057629281	False	0.09064273495088097	0.08699594380476558	0.09564392335941124	0.09945241843627721	0.09312079753479398	0.1583623312747427	0.09311672085378006	0.052640199999999984	1263	1307	5000	(-0.165814, -0.021682279999999998]	3.754231018818949	2.109020116807268	extreme	0.003751308182838321	gene_dist_25_per	mean
linsigh	0.0	0.6232448571587174	False	0.10108048513842596	0.09712276576826012	0.10668185745289796	0.11113318399703336	0.10392173082570168	0.1601120731098987	0.10386731577129699	0.0597873	1283	1308	5000	(-0.021682279999999998, -0.0118444]	3.537711524864483	1.296252651425878	extreme	0.004221207171253764	gene_dist_25_per	mean
linsigh	0.0	0.5384213821004792	False	0.09391787504978763	0.09004777108337339	0.09920896039443716	0.10303998731793704	0.09656138920593901	0.14510423942901235	0.09648362719589024	0.05706380000000001	1296	1305	5000	(-0.0118444, 0.01132836]	4.55469454694547	0.8336750034167009	extreme	0.003968332606199849	gene_dist_25_per	mean
linsigh	0.0	0.6561489864763859	False	0.10403115775862068	0.09989994245361689	0.10969042082277733	0.11405940614008035	0.10688505381362025	0.16604195774319067	0.10676932794514876	0.062481	1285	1307	5000	(0.01132836, 0.020434940000000006]	3.44571703973439	1.317339616579201	extreme	0.004242799628467507	gene_dist_25_per	mean
linsigh	0.0	0.5442396288992989	False	0.09243788139892391	0.08863496763440862	0.09766198416842839	0.10159352571212177	0.09506020437130326	0.14412761452513967	0.09501160520808842	0.0539844	1253	1307	5000	(0.020434940000000006, 0.141562]	3.8031596251849416	2.4165707710011506	extreme	0.003932531089827448	gene_dist_25_per	mean
fst_eas_afr	0.183	0.026404777201661418	False	0.09458960348042351	0.09057575956658159	0.10028776668385478	0.10441929528325336	0.09744053069933555	0.10119617063954117	0.09745245590866272	0.028827	741	1307	5000	(-0.165814, -0.021682279999999998]	15.097803374432187	16.17456197274497	extreme	0.004224711692718839	gene_dist_25_per	mean
fst_eas_afr	0.0	0.11285636880529645	False	0.14051636318748673	0.13672977906426065	0.1462193825323989	0.15038074217838635	0.14344278116038267	0.15949472066188616	0.14342790866170807	0.1052805	1230	1308	5000	(-0.021682279999999998, -0.0118444]	4.101513080367664	1.2019797313221776	extreme	0.004147942481093138	gene_dist_25_per	mean
fst_eas_afr	0.0	0.15805205551776647	False	0.16016641015113126	0.15592544540127723	0.16634868352042836	0.17075030086405157	0.16329211056225967	0.18577238402947044	0.16332153678752068	0.13134500000000002	1303	1305	5000	(-0.0118444, 0.01132836]	4.084258575919093	0.06833401667350006	extreme	0.004544370405726551	gene_dist_25_per	mean
fst_eas_afr	0.0006	0.1133274342846077	False	0.14518527698043643	0.1411462287857489	0.15081110626043398	0.1550033442426346	0.14799428836644107	0.1641132290895433	0.1479377591179106	0.11269100000000001	1248	1307	5000	(0.01132836, 0.020434940000000006]	3.679820070686516	0.8353860983185177	extreme	0.004207969805108468	gene_dist_25_per	mean
fst_eas_afr	0.2582	-0.01960121728580795	False	0.09997684886262985	0.09602657671901674	0.10576267120679268	0.10982769628533458	0.10290268274317181	0.10011473592760098	0.10288198766192658	0.027833	817	1307	5000	(0.020434940000000006, 0.141562]	13.734272562880157	12.460956764754233	extreme	0.004206929251356222	gene_dist_25_per	mean
fst_eur_eas	0.0732	0.02798173643320423	False	0.043510367161464975	0.04193077190204284	0.04589036345644797	0.047621028053992404	0.044730107308677484	0.047316512631063505	0.04468645781211469	0.0259233	1307	1307	5000	(-0.165814, -0.021682279999999998]	3.086518494484101	0.0	extreme	0.0017394369374449054	gene_dist_25_per	mean
fst_eur_eas	0.0	0.11258608632096694	False	0.08214788257782321	0.07966551288614947	0.0855865829807344	0.08820478063863225	0.0838679331200041	0.0942744800325688	0.08379681269088804	0.0636989	1308	1308	5000	(-0.021682279999999998, -0.0118444]	2.9579495639877442	0.0	extreme	0.0025568531539107626	gene_dist_25_per	mean
fst_eur_eas	0.0	0.12308053035412499	False	0.09541637740329423	0.09257531429555722	0.09944913885060537	0.10235976217089487	0.09746203016949251	0.10883859858045977	0.09748196228091188	0.0704133	1305	1305	5000	(-0.0118444, 0.01132836]	4.054932349323493	0.0	extreme	0.0029987768549604044	gene_dist_25_per	mean
fst_eur_eas	0.0006	0.09560995777931426	False	0.08514975911405331	0.08263097959953386	0.08874326104786276	0.09141155343221347	0.08694813819425315	0.09578554913420045	0.08689977589978123	0.06773580000000001	1307	1307	5000	(0.01132836, 0.020434940000000006]	2.8771768233908106	0.0	extreme	0.0026514169945104226	gene_dist_25_per	mean
fst_eur_eas	0.041	0.0346073735191061	False	0.047655546365059295	0.0459150696310195	0.050102187066526145	0.05188946102867161	0.048881276590069536	0.05208010219824025	0.04885743477674063	0.0299111	1307	1307	5000	(0.020434940000000006, 0.141562]	3.1149893144829854	0.0	extreme	0.001819707267209811	gene_dist_25_per	mean
xpehh_eas_eur	0.0004	0.097656067637289	False	0.07652421068763532	0.041414706316862934	0.12307479951530986	0.15607605201711633	0.09945224289226315	0.20494536785584605	0.09976855540442246	0.262469931529458	1207	1307	5000	(-0.165814, -0.021682279999999998]	17.217624918883843	6.099935107073328	extreme	0.03457465452999394	gene_dist_25_per	mean
xpehh_eas_eur	0.474	0.0019228841601975034	False	0.17630844082597172	0.13933799578678474	0.22881807718706199	0.2649100175904994	0.20247714609090173	0.20455434481403312	0.20253766690270972	0.263268200168002	1198	1308	5000	(-0.021682279999999998, -0.0118444]	18.232882394532172	7.83643648362008	extreme	0.03849695228860067	gene_dist_25_per	mean
xpehh_eas_eur	0.0034	0.09567718348825309	False	0.28423536132066457	0.2477967275624911	0.3352313766529083	0.3725509913641755	0.3097154949873359	0.4130709271492993	0.3096576131864417	0.43824056976761255	1206	1305	5000	(-0.0118444, 0.01132836]	19.560986743200765	9.30709307093071	extreme	0.037603296928320894	gene_dist_25_per	mean
xpehh_eas_eur	0.2924	0.019473828824765355	False	0.1899654117679888	0.1514879160618216	0.24114910829841424	0.27897924121378453	0.21532831284206505	0.2363649479169138	0.21559583827035977	0.31486473529583003	1188	1307	5000	(0.01132836, 0.020434940000000006]	18.18429688336725	8.193209810431616	extreme	0.0383965268558441	gene_dist_25_per	mean
xpehh_eas_eur	0.0082	0.07581018764133848	False	0.08293318729988394	0.04941127402588211	0.1301160142702737	0.1641690747791399	0.10648850891137424	0.18838258668710725	0.10681805458830025	0.2139543628389955	1188	1307	5000	(0.020434940000000006, 0.141562]	17.289814236396513	10.438928160447148	extreme	0.03483257131780134	gene_dist_25_per	mean
betascore	0.0024	-0.028512508993615862	False	1.1673813632418657	1.0763171009869716	1.3031169292023073	1.4038615488959765	1.236570287236817	0.9697445413845398	1.2337555701917846	-0.137755240646	1307	1307	5000	(-0.165814, -0.021682279999999998]	3.0754737183646985	0.0	extreme	0.10010860697062599	gene_dist_25_per	mean
betascore	0.0038	-0.04852030513664982	False	4.230170262949073	4.068009550601585	4.467277498629969	4.64690105386231	4.353111602089422	3.899048909466845	4.349859314431842	0.212984708917	1308	1308	5000	(-0.021682279999999998, -0.0118444]	2.949790242752769	0.0	extreme	0.17742932900757216	gene_dist_25_per	mean
betascore	0.0002	-0.08989960924282377	False	6.156994855134048	5.943108522718349	6.4590915940377265	6.683387496679728	6.308454496045598	5.467156022683759	6.304662637041235	0.991471752556	1305	1305	5000	(-0.0118444, 0.01132836]	4.045999726663934	0.0	extreme	0.2251685153055663	gene_dist_25_per	mean
betascore	0.0066	-0.05143057995926908	False	4.8405717451566055	4.66399334204458	5.106554141872344	5.3027670178236574	4.976483974237423	4.4951863493837205	4.975252072616218	0.620185252893	1307	1307	5000	(0.01132836, 0.020434940000000006]	2.869619792224483	0.0	extreme	0.19407874738486888	gene_dist_25_per	mean
betascore	0.0074	-0.024951983480504217	False	1.2553148311414115	1.1636948666926261	1.388785830964112	1.4915713420077448	1.3236887482511317	1.0901831102811457	1.323153097496827	-0.0780979650315	1307	1307	5000	(0.020434940000000006, 0.141562]	3.103958573072497	0.0	extreme	0.09913879061451382	gene_dist_25_per	mean
xpehh_afr2_eur	0.0002	0.10901407223548944	False	-0.06919028046078302	-0.1043793042037452	-0.021874256949045847	0.01274494081476332	-0.04541227848118275	0.0733713810132235	-0.04555806348963783	0.180062325921396	1207	1307	5000	(-0.165814, -0.021682279999999998]	17.21266709928618	6.099935107073328	extreme	0.03552945942494534	gene_dist_25_per	mean
xpehh_afr2_eur	0.0014	0.10756152256932486	False	-0.08396836647985023	-0.12425098930309375	-0.02961731811432631	0.010950977275672237	-0.056984680766039034	0.06021625494412317	-0.057049386728329265	0.21913686884151348	1198	1308	5000	(-0.021682279999999998, -0.0118444]	18.2224534527457	7.83643648362008	extreme	0.040403926505374	gene_dist_25_per	mean
xpehh_afr2_eur	0.0126	0.07710237331502091	False	-0.027329904523066155	-0.06514958992974083	0.024155625924738383	0.06127779900419912	-0.001806019980177495	0.08220608845916302	-0.0012403259115557695	0.20747900529460106	1207	1305	5000	(-0.0118444, 0.01132836]	19.551384447177806	9.27975946426131	extreme	0.03807351158702872	gene_dist_25_per	mean
xpehh_afr2_eur	0.0006	0.11270289047136726	False	-0.0864586098355008	-0.12469728345487475	-0.03151361231788605	0.005574945292007661	-0.05912178359206266	0.06368127743722747	-0.05888239374767311	0.1734398700749885	1188	1307	5000	(0.01132836, 0.020434940000000006]	18.173117703759235	8.193209810431616	extreme	0.0399351428780274	gene_dist_25_per	mean
xpehh_afr2_eur	0.0	0.1215927629372868	False	-0.07640669423688161	-0.11030782173421043	-0.02811767923252318	0.006089206061265657	-0.052183124585254016	0.08030649857575248	-0.052576278211622626	0.23520179978357847	1188	1307	5000	(0.020434940000000006, 0.141562]	17.28156501726122	10.438928160447148	extreme	0.035525525160714215	gene_dist_25_per	mean
