annotation	emp_pval	enrich_per_mean_diff_by_genomstd	error	matched_25th	matched_5th	matched_75th	matched_95th	mean_matched_across_trait_loci	mean_trait_loci	median_matched_loci	median_trait_loci	n_lead_loci_final	n_lead_snp	n_matched_sets	partition_id	percent_matched_and_ld_removed	percent_trait_and_ld_snps_removed	regions_summary	std_matched_across_trait_loci	trait_name	trait_summary
fst_eur_afr	0.314	-0.01052885846779633	False	0.06462514206382394	0.06229266246628534	0.06797729334104985	0.07047269531010952	0.06631650720740542	0.06507913264909365	0.06629064127163234	0.029593100000000004	1324	1324	5000	(-0.165814, -0.021281]	3.159923261390887	0.0	extreme	0.00248560896768134	gene_dens_10	mean
fst_eur_afr	0.0	0.17674884501577037	False	0.11912374227564233	0.11589261842599474	0.12360975636797315	0.12695589039818975	0.1213853369088187	0.14215724914436031	0.12137998408055427	0.094569	1321	1321	5000	(-0.021281, -0.011670579999999998]	3.4083272283272286	0.0	extreme	0.003347426611065969	gene_dens_10	mean
fst_eur_afr	0.0	0.15518138153301067	False	0.13693142371198225	0.13353827449127173	0.14186586008871777	0.14528322449419992	0.13939116106054883	0.1576284176463341	0.1393265517955818	0.126773	1323	1323	5000	(-0.011670579999999998, 0.01124522]	4.365864387783693	0.0	extreme	0.0035901938698598072	gene_dens_10	mean
fst_eur_afr	0.0	0.12810755199917212	False	0.12426604422501891	0.12091150220683813	0.12874796686188805	0.13213196977803593	0.12652854641299546	0.14158402712405446	0.12650768688941888	0.1027405	1322	1322	5000	(0.01124522, 0.020029020000000005]	2.94777001270648	0.0	extreme	0.003409684512069733	gene_dens_10	mean
fst_eur_afr	0.1908	0.01890266695755997	False	0.07065496821979969	0.0682742260153134	0.07414857399799576	0.07666161909172277	0.07243472798152858	0.07465621089433107	0.0724146436563492	0.0358927	1323	1323	5000	(0.020029020000000005, 0.141562]	3.1627051426729	0.0	extreme	0.002551900315092938	gene_dens_10	mean
phyloP100	0.0	0.3897746930901098	False	-0.09096065102093383	-0.1288105395036175	-0.039855766660100184	-0.003210474292972176	-0.06558938945866874	0.30620681818181816	-0.06625266751341281	0.1555	1320	1324	5000	(-0.165814, -0.021281]	4.413294964028777	0.20783373301358912	extreme	0.03805794465465733	gene_dens_10	mean
phyloP100	0.0	0.17639572735992978	False	-0.15163877991986408	-0.19171063728074803	-0.09661797003540636	-0.05560429541803284	-0.12448130112829553	0.043778115501519756	-0.12509650381793963	-0.037000000000000005	1316	1321	5000	(-0.021281, -0.011670579999999998]	4.589457875457875	0.2442002442002442	extreme	0.041144263781130265	gene_dens_10	mean
phyloP100	0.0	0.2156109423701421	False	-0.1718716818094344	-0.21011971295101114	-0.1186044270929716	-0.0795296192497015	-0.14524568073627833	0.06042013626040878	-0.14546042672048198	-0.003	1321	1323	5000	(-0.011670579999999998, 0.01124522]	5.461725973662091	0.22415242364808072	extreme	0.03939448075724477	gene_dens_10	mean
phyloP100	0.0	0.29843065060676893	False	-0.1523289431449448	-0.19336327534700323	-0.09456149182530084	-0.054604770187783154	-0.12348431271871405	0.16118112633181125	-0.12300037847733328	0.0765	1314	1322	5000	(0.01124522, 0.020029020000000005]	4.099216433714528	0.3917831427361288	extreme	0.0428011761897032	gene_dens_10	mean
phyloP100	0.0	0.4181461200172931	False	-0.09437478218881869	-0.13143890237824066	-0.04118201323974586	-0.005509200820908333	-0.06799081138503363	0.3308681818181818	-0.06789943180753812	0.1755	1320	1323	5000	(0.020029020000000005, 0.141562]	4.346164758987587	0.11284862163469288	extreme	0.03870907055482605	gene_dens_10	mean
xpehh_afr2_eas	0.2716	0.01831133199346798	False	-0.12593918775357615	-0.15789721063843337	-0.08046757908676243	-0.04739757808607444	-0.10271633905027566	-0.08295696460116911	-0.10255715747858671	0.00101847256013998	1303	1324	5000	(-0.165814, -0.021281]	13.55391526778577	1.4388489208633095	extreme	0.033783006290708927	gene_dens_10	mean
xpehh_afr2_eas	0.0012	0.10619687528784406	False	-0.22901296838338306	-0.2642820544079801	-0.1764323142350727	-0.14096587466788488	-0.2023742685061502	-0.08777944684674734	-0.20223086657626402	-0.1008901045872758	1298	1321	5000	(-0.021281, -0.011670579999999998]	14.850896214896213	2.0024420024420024	extreme	0.037745160017437905	gene_dens_10	mean
xpehh_afr2_eas	0.3286	0.015248069500215903	False	-0.2671516422503639	-0.30678989924613786	-0.21618668313941292	-0.1790826134079666	-0.24220690357564964	-0.22575303146038003	-0.24213517504046106	-0.2516208097485265	1302	1323	5000	(-0.011670579999999998, 0.01124522]	16.185811151583078	2.605771924908938	extreme	0.03870313034470094	gene_dens_10	mean
xpehh_afr2_eas	0.0052	0.0916603770711932	False	-0.24439437185345209	-0.28211496242248735	-0.19210645948467966	-0.15551106017527816	-0.2185920096287355	-0.11968321843090887	-0.21822681261153576	-0.08793664533853379	1298	1322	5000	(0.01124522, 0.020029020000000005]	14.52914866581957	2.265988987717069	extreme	0.0386001705559659	gene_dens_10	mean
xpehh_afr2_eas	0.081	0.04557958139135826	False	-0.1375096267355904	-0.17074864952513105	-0.09084206026492483	-0.056193434911422424	-0.11389157209377618	-0.0647076014101226	-0.11401101958399681	0.00724263734861375	1305	1323	5000	(0.020029020000000005, 0.141562]	13.422482669675965	2.3536998226664516	extreme	0.03457385881292998	gene_dens_10	mean
linsigh	0.0	0.783909217076756	False	0.08978584803313253	0.08635742611630134	0.09484820671514828	0.09860256797552636	0.0923554525529047	0.16303092900703675	0.09226102003787878	0.052640199999999984	1279	1324	5000	(-0.165814, -0.021281]	3.859529976019185	1.9664268585131892	extreme	0.003724124277705233	gene_dens_10	mean
linsigh	0.0	0.5782470364900882	False	0.0981413780642673	0.09437759292857846	0.10354398457491186	0.10750069497448514	0.1009009357963522	0.15303437666151468	0.10085015172574949	0.0585594	1294	1321	5000	(-0.021281, -0.011670579999999998]	3.9985274725274724	1.2942612942612943	extreme	0.003980367709180371	gene_dens_10	mean
linsigh	0.0	0.526729678699544	False	0.0922852438479404	0.08857472460027396	0.09741378063596598	0.10107843924744662	0.09486653168027576	0.14235528445121953	0.09491981067438027	0.0575774	1312	1323	5000	(-0.011670579999999998, 0.01124522]	4.872070608013449	0.8826001681143176	extreme	0.0038439585389280218	gene_dens_10	mean
linsigh	0.0	0.6213263160723012	False	0.1028674451318214	0.09891830406605923	0.10856327348878284	0.11272833457146476	0.10574979505344259	0.16176716602613375	0.10567650293556187	0.0620374	1301	1322	5000	(0.01124522, 0.020029020000000005]	3.555567556120288	1.2388818297331639	extreme	0.00419546520361782	gene_dens_10	mean
linsigh	0.0	0.5352854594263107	False	0.09137764226904774	0.08786070207059773	0.0964813046721226	0.1003180611689319	0.09394643972343725	0.14220656227308603	0.09387231942129509	0.0537986	1267	1323	5000	(0.020029020000000005, 0.141562]	3.837410930195067	2.160245042721264	extreme	0.0037652162599255204	gene_dens_10	mean
fst_eas_afr	0.168	0.028669821902177033	False	0.09501533110873524	0.09103242748250108	0.1005081877691174	0.10465902789546039	0.09776567375542868	0.10184347859324504	0.09770731885699291	0.0306077	755	1324	5000	(-0.165814, -0.021281]	14.497921662669864	15.635491606714627	extreme	0.0041857255428609155	gene_dens_10	mean
fst_eas_afr	0.0	0.11646010295104046	False	0.14015229335047372	0.1361544087524804	0.14578208988593952	0.15002919110410476	0.1429866279599894	0.15955113864466453	0.14286922839369376	0.10417399999999999	1252	1321	5000	(-0.021281, -0.011670579999999998]	4.430529914529915	1.0866910866910866	extreme	0.004200957276020567	gene_dens_10	mean
fst_eas_afr	0.0	0.15481491632132133	False	0.15913637815227855	0.15512734647188275	0.16527007009349923	0.1696596645697922	0.16223837130062996	0.18425821561271763	0.16216655019875098	0.131047	1321	1323	5000	(-0.011670579999999998, 0.01124522]	4.396965536564864	0.07004763239002522	extreme	0.004454265286943321	gene_dens_10	mean
fst_eas_afr	0.0008	0.09918303894198767	False	0.1456929134983117	0.14172457335203267	0.15144540928880523	0.15562975790068362	0.14858718187993153	0.1626943178575099	0.1485389428717459	0.111309	1265	1322	5000	(0.01124522, 0.020029020000000005]	3.6385768742058446	0.7835662854722576	extreme	0.00423112444821085	gene_dens_10	mean
fst_eas_afr	0.3478	0.010945018498957307	False	0.10010316152093705	0.0962144354254733	0.10564877894959453	0.1098766229212818	0.10294269813096144	0.10449944478733493	0.10287541366776848	0.032213599999999995	833	1323	5000	(0.020029020000000005, 0.141562]	12.981721747541512	11.704014186683862	extreme	0.0041730464880424725	gene_dens_10	mean
fst_eur_eas	0.0522	0.030816339595935167	False	0.04460437616753437	0.04302838862274578	0.04694379078691466	0.04870091884359589	0.045802704469965906	0.04865111757462236	0.04575668143264695	0.0268492	1324	1324	5000	(-0.165814, -0.021281]	3.1656946442845726	0.0	extreme	0.001729271640030472	gene_dens_10	mean
fst_eur_eas	0.0	0.12532826204040512	False	0.08312750262083016	0.08062980097783488	0.08671173479854356	0.08938701072758856	0.0849401346739336	0.09652446521612415	0.08485978410765553	0.0648078	1321	1321	5000	(-0.021281, -0.011670579999999998]	3.412678876678877	0.0	extreme	0.0026233445079614733	gene_dens_10	mean
fst_eur_eas	0.0	0.1359883239459477	False	0.0951541985002721	0.0922260857075699	0.09917322144268415	0.10214598527304232	0.09715781089588088	0.10972747131262284	0.09713419552594715	0.07301419999999999	1323	1323	5000	(-0.011670579999999998, 0.01124522]	4.369949565704679	0.0	extreme	0.0029838195536079555	gene_dens_10	mean
fst_eur_eas	0.001	0.08885758306205785	False	0.08607984109542988	0.08352041713498921	0.08963204720958465	0.09227078918346102	0.08784407007445887	0.09605734612738276	0.08779971765063238	0.06773580000000001	1322	1322	5000	(0.01124522, 0.020029020000000005]	2.9511880559085135	0.0	extreme	0.0026650821813825583	gene_dens_10	mean
fst_eur_eas	0.0194	0.04235059637492032	False	0.04884667300176493	0.047086723794576776	0.05126882917066777	0.053165504335353005	0.050066618926772215	0.05398116540718065	0.05004812279444444	0.0308459	1323	1323	5000	(0.020029020000000005, 0.141562]	3.168424955666613	0.0	extreme	0.0018395796782643078	gene_dens_10	mean
xpehh_eas_eur	0.0002	0.11143784197883772	False	0.07840409610220761	0.046317109129878964	0.12187602488192445	0.1549281622684093	0.10025016557048494	0.22063107455003766	0.10081222240852358	0.271494214910776	1221	1324	5000	(-0.165814, -0.021281]	17.45817106314948	6.378896882494005	extreme	0.03315501611086626	gene_dens_10	mean
xpehh_eas_eur	0.4936	-1.6146720701229653e-05	False	0.18351668050526854	0.14622110579165026	0.23356416728577262	0.2713609493349815	0.20823201501124614	0.20821457249010128	0.20777145266362124	0.267507201464965	1207	1321	5000	(-0.021281, -0.011670579999999998]	19.11804884004884	7.667887667887668	extreme	0.03759789430755921	gene_dens_10	mean
xpehh_eas_eur	0.0034	0.09498705922330208	False	0.2890019286443205	0.2517324056073325	0.33910800339074887	0.3761432728360568	0.31367661984723055	0.4162865441561307	0.31349893949628727	0.4308755960878485	1224	1323	5000	(-0.011670579999999998, 0.01124522]	20.00576632109835	9.274306528439338	extreme	0.03766165984679955	gene_dens_10	mean
xpehh_eas_eur	0.2866	0.019865228892245665	False	0.19866126321899621	0.16129748592028664	0.2492550048205833	0.28577632443795664	0.22370503195809038	0.2451644775886827	0.22390749549944777	0.329793930271305	1201	1322	5000	(0.01124522, 0.020029020000000005]	18.516327827191866	8.21685726387124	extreme	0.037814365616974814	gene_dens_10	mean
xpehh_eas_eur	0.029	0.062173734184114836	False	0.08383190543906885	0.050741846832047105	0.13028410195779605	0.1653185920274804	0.1074189720144037	0.17458224889442586	0.10721125677845753	0.19979228549712302	1204	1323	5000	(0.020029020000000005, 0.141562]	17.381592777688216	8.850556182492342	extreme	0.03463599836112208	gene_dens_10	mean
betascore	0.0042	-0.026233881932753497	False	1.2122244274669998	1.1238950742859042	1.34973396824949	1.4530639038423618	1.282421822511624	1.036919923156683	1.2788944434069622	-0.1368261000215	1324	1324	5000	(-0.165814, -0.021281]	3.154509992006395	0.0	extreme	0.10001328412813976	gene_dens_10	mean
betascore	0.0164	-0.036961663726783556	False	4.118906106350309	3.9620017888428363	4.346659112867432	4.52373598388248	4.234619479240754	3.8887248582500753	4.229250124130031	0.18977552969500006	1321	1321	5000	(-0.021281, -0.011670579999999998]	3.403794871794872	0.0	extreme	0.17095950194770348	gene_dens_10	mean
betascore	0.0002	-0.0759417141636907	False	6.025215493367877	5.823141041197609	6.333267504667694	6.554575130978124	6.181825085557651	5.471147378184923	6.177451986886505	0.6955976568960001	1323	1323	5000	(-0.011670579999999998, 0.01124522]	4.3607621182404035	0.0	extreme	0.22344581700445823	gene_dens_10	mean
betascore	0.015	-0.04309865602858689	False	4.891163626619218	4.711508921293251	5.150228137770649	5.3368787817888705	5.019799273983846	4.616473455037736	5.016668520910921	0.618856379726	1322	1322	5000	(0.01124522, 0.020029020000000005]	2.943629817873782	0.0	extreme	0.19215043735736861	gene_dens_10	mean
betascore	0.0108	-0.022693553972196173	False	1.2837121874842754	1.1924079185273606	1.4149130337794111	1.5128531108424037	1.350197823275529	1.137827019077766	1.348380710322308	-0.0792390097558	1323	1323	5000	(0.020029020000000005, 0.141562]	3.1571949056907944	0.0	extreme	0.09780619853893241	gene_dens_10	mean
xpehh_afr2_eur	0.0008	0.1000456113459242	False	-0.06799716898029663	-0.10065111310212448	-0.02119786404959956	0.012672828572568443	-0.044344858020995574	0.0646666080065547	-0.04415854035355653	0.17691845891232502	1221	1324	5000	(-0.165814, -0.021281]	17.45011670663469	6.378896882494005	extreme	0.03463636951002822	gene_dens_10	mean
xpehh_afr2_eur	0.0002	0.11605353303506305	False	-0.07761546042421802	-0.11402672404381337	-0.0230375700923516	0.016401120017969555	-0.05025408038040415	0.07619989999546127	-0.050808010633608215	0.18853493557447895	1207	1321	5000	(-0.021281, -0.011670579999999998]	19.108713064713065	7.667887667887668	extreme	0.039617027530040066	gene_dens_10	mean
xpehh_afr2_eur	0.0066	0.08175417881525503	False	-0.020700358971088156	-0.057088061059096994	0.030711301780182963	0.06763811636714648	0.004853300928259538	0.0939340988426652	0.004918711032411668	0.224645370379999	1225	1323	5000	(-0.011670579999999998, 0.01124522]	19.99564303726534	9.24628747548333	extreme	0.037855082851327465	gene_dens_10	mean
xpehh_afr2_eur	0.0006	0.11388773063909723	False	-0.07953500123224996	-0.12046861532679605	-0.025127196606619703	0.012649160293084567	-0.05255049256949206	0.07154359124385579	-0.052278433016978224	0.17106297930298098	1201	1322	5000	(0.01124522, 0.020029020000000005]	18.497448115205422	8.21685726387124	extreme	0.04034526466489943	gene_dens_10	mean
xpehh_afr2_eur	0.001	0.10416587334811886	False	-0.07482232323140396	-0.11004802870464832	-0.026673774117296958	0.009727301455960742	-0.050462986892080494	0.06303798942217109	-0.05022554011460888	0.216666732512235	1204	1323	5000	(0.020029020000000005, 0.141562]	17.372593906174433	8.850556182492342	extreme	0.0360730017740783	gene_dens_10	mean
